caseID,activity_chain,next_activity
1-737380231,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Accepted - Wait - User
1-737380231,"['Accepted - Wait - User', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737380231,['Completed - Closed'],end
1-737380241,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380241,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380261,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737380261,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-737380261,['Completed - Closed'],end
1-737380311,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380311,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737380311,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Accepted - Wait - User
1-737380311,"['Accepted - Wait - User', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-737380311,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-737380311,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380421,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380421,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380431,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737380431,['Completed - Closed'],end
1-737380481,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380481,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380491,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737380491,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737380491,['Completed - Closed'],end
1-737380531,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380531,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - User
1-737380531,"['Accepted - Wait - User', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-737380531,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380531,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Completed - Resolved
1-737380531,"['Completed - Resolved', 'Completed - Closed']",end
1-737380551,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380551,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-737380551,"['Accepted - Wait', 'Accepted - Wait - User', 'Accepted - Assigned']",Accepted - In Progress
1-737380551,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380561,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737380561,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380591,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380591,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380711,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737380711,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737380711,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737380711,['Completed - Closed'],end
1-737380741,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380741,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737380741,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-737380741,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - In Progress']",Completed - Resolved
1-737380741,"['Completed - Resolved', 'Completed - Closed']",end
1-737380791,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380791,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737380791,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380791,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380876,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380876,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737380876,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Completed - Resolved
1-737380876,"['Completed - Resolved', 'Completed - Closed']",end
1-737380955,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737380955,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737380955,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380955,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737380965,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-737380965,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737380965,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-737380965,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737380965,['Completed - Closed'],end
1-737380978,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737381168,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737381224,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737381323,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737381379,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Completed - Resolved
1-737381379,"['Completed - Resolved', 'Completed - Closed']",end
1-737381411,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737381411,['Completed - Closed'],end
1-737383931,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737383931,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737383962,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Accepted - In Progress
1-737383962,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737384056,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737384056,"['Accepted - In Progress', 'Accepted - Wait - Customer', 'Accepted - Wait - User']",Completed - Resolved
1-737384056,"['Completed - Resolved', 'Completed - Closed']",end
1-737384185,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737384312,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737384312,"['Accepted - In Progress', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-737384312,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737384312,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - Wait']",Accepted - Wait - User
1-737384312,"['Accepted - Wait - User', 'Accepted - Wait', 'Completed - Resolved']",Completed - Closed
1-737384312,['Completed - Closed'],end
1-737384431,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-737384431,"['Accepted - In Progress', 'Completed - In Call']",end
1-737384458,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-737384458,"['Accepted - In Progress', 'Completed - In Call']",end
1-737384512,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-737384512,"['Accepted - In Progress', 'Completed - In Call']",end
1-737384546,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-737384546,"['Accepted - In Progress', 'Completed - In Call']",end
1-737384583,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-737384583,"['Accepted - In Progress', 'Completed - In Call']",end
1-737385121,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737385150,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737385451,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737385451,"['Queued - Awaiting Assignment', 'Accepted - Wait - User', 'Completed - Resolved']",end
1-737385490,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737385691,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737385691,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737385815,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737385815,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737385815,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737385815,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737390026,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-737390026,"['Completed - Resolved', 'Completed - Closed']",end
1-737390124,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Accepted - In Progress
1-737390124,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737390433,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737390537,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737390628,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-737390628,"['Completed - Resolved', 'Completed - Closed']",end
1-737390673,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737390796,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - Vendor']",Accepted - Assigned
1-737390796,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-737390796,"['Completed - Resolved', 'Completed - Closed']",end
1-737390851,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737390851,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737391938,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737391938,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737391938,"['Completed - Resolved', 'Completed - Closed']",end
1-737392312,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737392571,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737392571,"['Accepted - In Progress', 'Accepted - Wait', 'Completed - Resolved']",Completed - Closed
1-737392571,['Completed - Closed'],end
1-737392604,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-737392604,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737392604,['Completed - Closed'],end
1-737392642,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737392781,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737392781,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737392833,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737392833,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-737392833,['Completed - Closed'],end
1-737392861,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737392861,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - User
1-737392861,"['Accepted - Wait - User', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-737392861,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-737392878,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Completed - Resolved
1-737392878,"['Completed - Resolved', 'Completed - Closed']",end
1-737393064,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737393224,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737393285,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-737393285,"['Completed - Resolved', 'Completed - Closed']",end
1-737393322,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737393322,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737393337,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737393399,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737393399,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-737393399,"['Completed - Resolved', 'Completed - Closed']",end
1-737393455,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737393684,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-737393684,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737393684,['Completed - Closed'],end
1-737393829,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737393959,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737394052,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737394052,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Accepted - Wait - User
1-737394052,"['Accepted - Wait - User', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737394052,['Completed - Closed'],end
1-737394100,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737394237,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737394237,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-737394237,['Completed - Closed'],end
1-737394262,"['Accepted - In Progress', 'Completed - Resolved']",end
1-737394271,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737394555,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Completed - Resolved
1-737394555,"['Completed - Resolved', 'Completed - Closed']",end
1-737394729,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737394729,"['Completed - Resolved', 'Completed - Closed']",end
1-737397468,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737397468,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737397468,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737397468,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737397468,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737397645,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737397678,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737397715,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Assigned
1-737397715,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - In Call']",end
1-737397968,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737398038,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737398038,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737398331,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737400919,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737400987,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737401348,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737401602,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737405175,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737405175,['Completed - Closed'],end
1-737405220,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737405220,['Completed - Closed'],end
1-737405232,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737405232,['Completed - Closed'],end
1-737405380,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737405380,['Completed - Closed'],end
1-737405425,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737405425,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737405436,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737405436,['Completed - Closed'],end
1-737405484,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737405484,['Completed - Closed'],end
1-737405529,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737405529,['Completed - Closed'],end
1-737406009,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737406009,['Completed - Closed'],end
1-737406075,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737406075,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-737406075,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-737406119,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737406217,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737406217,"['Accepted - In Progress', 'Accepted - Wait - Customer', 'Accepted - In Progress']",Completed - Resolved
1-737406217,"['Completed - Resolved', 'Completed - Closed']",end
1-737406631,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737406631,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737406631,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Completed - Resolved
1-737406631,"['Completed - Resolved', 'Completed - Closed']",end
1-737406681,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737406681,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737406681,"['Completed - Resolved', 'Completed - Closed']",end
1-737406804,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737406804,['Completed - Closed'],end
1-737406827,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737406827,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Completed - Resolved
1-737406827,"['Completed - Resolved', 'Completed - Closed']",end
1-737406980,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737407064,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737407064,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737407112,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737407432,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737410701,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737410701,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737410701,"['Completed - Resolved', 'Completed - Closed']",end
1-737410768,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-737410768,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737410768,['Completed - Closed'],end
1-737410973,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-737410973,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-737410973,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737410973,['Completed - Closed'],end
1-737411791,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737411791,['Completed - Closed'],end
1-737411804,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737411804,['Completed - Closed'],end
1-737411821,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Accepted - In Progress
1-737411821,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737411861,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737411861,"['Accepted - In Progress', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737411861,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737411861,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737413954,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737413975,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-737413975,"['Completed - Resolved', 'Completed - Closed']",end
1-737414064,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737414124,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-737414124,"['Completed - Resolved', 'Completed - Closed']",end
1-737414139,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737414501,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737414611,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737414629,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737414629,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-737414629,['Completed - Closed'],end
1-737420251,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737421238,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737421238,['Completed - Closed'],end
1-737421303,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737421303,"['Accepted - In Progress', 'Accepted - Wait - Vendor', 'Accepted - In Progress']",Completed - Resolved
1-737421303,"['Completed - Resolved', 'Completed - Closed']",end
1-737421653,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737421653,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737421653,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737421653,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737421653,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Completed - Resolved
1-737421653,"['Completed - Resolved', 'Completed - Closed']",end
1-737421721,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737421721,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737421911,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737421911,['Completed - Closed'],end
1-737422271,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422271,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422271,['Completed - Closed'],end
1-737422282,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Accepted - In Progress
1-737422282,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737422282,"['Queued - Awaiting Assignment', 'Completed - Resolved', 'Completed - Closed']",end
1-737422294,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422294,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422294,['Completed - Closed'],end
1-737422306,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422306,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422306,['Completed - Closed'],end
1-737422318,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422318,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422318,['Completed - Closed'],end
1-737422330,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422330,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422330,['Completed - Closed'],end
1-737422341,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422341,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422341,['Completed - Closed'],end
1-737422353,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422353,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422353,['Completed - Closed'],end
1-737422400,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422400,['Completed - Closed'],end
