caseID,activity_chain,next_activity,global_timestamps,local_timestamps
196159,"[3, 3, 3]",end,"[0.3791585349248854, 0.42620160668088775, 1.0]","[0.3144552105991695, 0.0819853668182717, 1.0]"
196162,"[1, 3, 3]",end,"[0.0, 0.8657718120805369, 1.0]","[0.0, 1.0, 0.1539313399778516]"
196168,"[3, 5, 5]",5,"[0.0, 0.4686385132332199, 0.47602256699576867]","[0.0, 0.8943868260628612, 0.014092312564325865]"
196168,[5],end,[1.0],[1.0]
196171,"[3, 5, 5]",5,"[0.0, 0.25418272500566763, 0.5259351620947631]","[0.0, 0.9354246621057901, 1.0]"
196171,"[5, 5, 5]",5,"[0.6748583087735207, 0.7138744048968488, 0.8374064837905237]","[0.5481394960787586, 0.143584181545136, 0.45461371600200234]"
196171,"[5, 5]",end,"[0.9494899115846747, 1.0]","[0.4123977974303354, 0.1858835307859169]"
196174,[1],end,[0],[0]
196177,[1],end,[0],[0]
196183,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
196186,"[3, 3, 3]",3,"[0.0, 0.005340391938330083, 0.009055447199777097]","[0.0, 0.006683326553146975, 0.004649270645667461]"
196186,"[3, 3, 3]",3,"[0.04504504504504504, 0.0711897464474784, 0.0711897464474784]","[0.045039809379903525, 0.032719242168884756, 0.0]"
196186,"[3, 3, 3]",3,"[0.13743382557815548, 0.14648927277793258, 0.20091483235813132]","[0.0828732492590225, 0.011332597198814435, 0.06811181495902831]"
196186,"[3, 3]",end,"[0.20093805145351537, 1.0]","[2.9057941535421632e-05, 1.0]"
196195,"[1, 3, 5]",5,"[0.0, 0.00014061236685766512, 0.0001757654585720814]","[0.0, 0.00035007876772273763, 0.0]"
196195,"[5, 5, 5]",5,"[0.0001757654585720814, 0.000738214926002742, 0.4023974408549232]","[8.751969193068441e-05, 0.0014003150708909505, 1.0]"
196195,"[5, 6]",end,"[0.750975498295075, 1.0]","[0.8678452651846665, 0.6199894976369683]"
196198,[1],end,[0],[0]
196201,"[3, 5, 5]",5,"[0.0, 0.00017441353449027645, 0.9237812854277492]","[0.0, 0.00018882175226586103, 1.0]"
196201,[5],end,[1.0],[0.08251510574018127]
196207,"[1, 1, 3]",3,"[0.0, 0.0039267307735213405, 0.007474175051873006]","[0.0, 0.011033099297893681, 0.009904714142427282]"
196207,"[3, 3, 5]",5,"[0.013319649271546819, 0.016822471609290287, 0.26570134535150935]","[0.016424272818455366, 0.009842026078234704, 0.6992853560682046]"
196207,"[5, 5, 5]",5,"[0.621605943642489, 0.6236139309698578, 0.653086722741572]","[1.0, 0.005641925777331996, 0.08281093279839519]"
196207,"[5, 5, 5]",5,"[0.7231877914370496, 0.8801677784966868, 0.9759487740121818]","[0.19696589769307923, 0.44107321965897694, 0.2691198595787362]"
196207,[5],end,[1.0],[0.06751504513540622]
196210,"[1, 3, 3]",end,"[0.0, 0.9313524590163934, 1.0]","[0.0, 1.0, 0.0737073707370737]"
196213,"[3, 3, 3]",3,"[0.0, 0.0059111292295148795, 0.006053811659192825]","[0.0, 0.01929988020764009, 0.0004658591774257953]"
196213,"[3, 5, 5]",5,"[0.02607011822258459, 0.3323481451284142, 0.37835303709743173]","[0.065353387461733, 1.0, 0.1502728603753494]"
196213,"[5, 5, 5]",6,"[0.5601916021198532, 0.5862005707297188, 0.8492254382388912]","[0.5937042459736457, 0.0849194729136164, 0.8587115666178624]"
196213,[6],end,[1.0],[0.49228004791694396]
196216,"[3, 3, 5]",6,"[0.0, 0.0008641548565502938, 0.4934900334139878]","[0.0, 0.0017313019390581717, 0.987072945521699]"
196216,"[6, 6]",end,"[0.9926258785574374, 1.0]","[1.0, 0.014773776546629732]"
196219,"[1, 3, 3]",3,"[0.0, 0.046517517940059094, 0.0487969607429295]","[0.0, 0.06776534251629567, 0.0033206247694010575]"
196219,"[3, 3, 3]",5,"[0.0487969607429295, 0.049641198818066695, 0.050991979738286196]","[0.0, 0.0012298610257040954, 0.001967777641126553]"
196219,"[5, 5, 6]",6,"[0.050991979738286196, 0.7374419586323343, 0.9939214858590122]","[0.00012298610257040955, 1.0, 0.3736317796089042]"
196219,[6],end,[1.0],[0.008854999385069487]
196225,"[3, 5, 5]",5,"[0.0, 0.3641753998896856, 0.40561224489795916]","[0.0, 0.7501242632961727, 0.08528012497337215]"
196225,"[5, 5, 6]",6,"[0.40561224489795916, 0.8910990071704358, 0.9928640375068947]","[0.0, 1.0, 0.2096144287438756]"
196225,"[6, 6, 6]",end,"[0.9945187534473249, 0.9996897407611693, 1.0]","[0.0034083646950223674, 0.010651139671944898, 0.0007100759781296598]"
196228,"[3, 3, 3]",5,"[0.0, 0.0004063769928102532, 0.0034073147858705846]","[0.0, 0.0012346851552854023, 0.009117674992876816]"
196228,"[5, 5, 5]",5,"[0.3325726789621757, 0.3617380431384808, 0.5407939981244139]","[1.0, 0.08861240383702156, 0.5440212745749834]"
196228,"[5, 5, 6]",6,"[0.8635823694904657, 0.9005001562988434, 0.9997186620819006]","[0.9807199164213126, 0.1122613733497958, 0.30145312945198977]"
196228,"[6, 6, 6]",end,"[0.9997186620819006, 0.9997499218505783, 1.0]","[0.0, 0.0, 0.0008547820305822015]"
196234,[1],end,[0],[0]
196237,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
196240,"[3, 3, 3]",5,"[0.0, 0.02360595795020702, 0.0750120987256009]","[0.0, 0.043812375249501, 0.09540918163672654]"
196240,"[5, 6]",end,"[0.46120341990643654, 1.0]","[0.7166666666666667, 1.0]"
196243,[1],end,[0],[0]
196255,[1],end,[0],[0]
196258,"[3, 3, 3]",5,"[0.0, 0.008579069848216457, 0.041783890799208086]","[0.0, 0.020766773162939296, 0.08037666050109299]"
196258,"[5, 5, 5]",5,"[0.04192282310444236, 0.45503803271855786, 0.7632593518807961]","[0.00033630401883302503, 1.0, 0.7460904657810661]"
196258,"[5, 6, 4]",6,"[0.8931263241985342, 0.9923587232121149, 0.9979507484977944]","[0.31444425760887845, 0.24020514545148813, 0.01353623675802926]"
196258,[6],end,[1.0],[0.00496048427778712]
196261,"[1, 3, 3]",3,"[0.0, 0.2881646655231561, 0.9108061749571184]","[0.0, 0.46153846153846156, 1.0]"
196261,"[3, 3, 3]",end,"[0.9245283018867925, 0.9794168096054888, 1.0]","[0.02197802197802198, 0.08791208791208792, 0.03296703296703297]"
196264,[1],end,[0],[0]
196267,"[3, 3, 5]",5,"[0.0, 0.0004826772498122922, 0.0006435696664163896]","[0.0, 0.0007997156566554114, 0.0002665718855518038]"
196267,"[5, 5, 5]",5,"[0.6042046551539204, 0.610533090207015, 0.6360613536415317]","[1.0, 0.010485160831704282, 0.04229607250755287]"
196267,"[5, 5, 6]",2,"[0.8608816904429905, 0.9228789016411026, 0.9229861632521721]","[0.3724897814110538, 0.1027190332326284, 0.00017771459036786921]"
196267,"[2, 2, 2]",2,"[0.9234152096964496, 0.9234152096964496, 0.9234688405019843]","[0.0006220010662875423, 0.0, 8.885729518393461e-05]"
196267,"[2, 6, 4]",4,"[0.9237369945296579, 0.9245414566126783, 0.9258285959455111]","[0.000444286475919673, 0.001332859427759019, 0.0021325750844144306]"
196267,"[4, 4, 4]",6,"[0.9439558082162394, 0.9441167006328435, 0.9842861739783332]","[0.030033765772169894, 0.0002665718855518038, 0.06655411409276701]"
196267,[6],end,[1.0],[0.026035187488892837]
196273,"[3, 3, 5]",end,"[0.0, 0.01072481901867906, 1.0]","[0.0, 0.010841087722468154, 1.0]"
196276,[1],end,[0],[0]
196279,[1],end,[0],[0]
196282,"[1, 3, 3]",3,"[0.0, 0.0034318729772584112, 0.007037511674884337]","[0.0, 0.010506716318659397, 0.011038701955047213]"
196282,"[3, 3, 5]",5,"[0.010491105367188688, 0.031777406112209215, 0.03182084754230109]","[0.010573214523207874, 0.06523473866205612, 0.0001329964090969544]"
196282,"[5, 5, 5]",5,"[0.35845696040313646, 0.5996655009882925, 0.6358304915397814]","[1.0, 0.7384625615108392, 0.11071951057321452]"
196282,"[5, 5, 5]",end,"[0.9425052672733987, 0.9425269879884446, 1.0]","[0.9389546482244979, 6.64982045484772e-05, 0.17595424923527064]"
196285,[1],end,[0],[0]
196288,[1],end,[0],[0]
196291,"[3, 5, 5]",5,"[0.0, 5.047445992327882e-05, 0.0009085402786190188]","[0.0, 0.00010008006405124099, 0.001801441152922338]"
196291,"[5, 6]",end,"[0.495659196446598, 1.0]","[0.9809847878302642, 1.0]"
196294,[1],end,[0],[0]
196302,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
196305,"[3, 3, 5]",5,"[0.0, 0.00782010964851251, 0.2413937049508808]","[0.0, 0.021037658156771732, 0.6283596616006588]"
196305,"[5, 5, 5]",5,"[0.6131132941864025, 0.6136977151921632, 0.768151838143211]","[1.0, 0.0016470764393202067, 0.4155124653739612]"
196305,"[5, 5, 5]",end,"[0.7969276152840008, 0.8898227256282526, 1.0]","[0.07741259264804971, 0.24990641611140227, 0.296398891966759]"
196308,"[1, 3, 5]",5,"[0.0, 0.0120128196508214, 0.2622425424146664]","[0.0, 0.016859057025131317, 0.35117793224923727]"
196308,"[5, 5, 5]",end,"[0.9747865259194514, 0.9756605930209103, 1.0]","[1.0, 0.0012266851193658982, 0.03418991601924952]"
196311,"[3, 5]",end,"[0.0, 1.0]","[0.0, 1.0]"
196314,"[1, 3, 3]",3,"[0.0, 0.04702495201535509, 0.24520153550863724]","[0.0, 0.10240334378265413, 0.43051201671891326]"
196314,"[3, 3, 3]",3,"[0.7039347408829175, 0.9452975047984645, 0.9712092130518234]","[1.0, 0.5256008359456635, 0.05642633228840126]"
196314,"[3, 3]",end,"[0.974088291746641, 1.0]","[0.006269592476489028, 0.05642633228840126]"
196317,"[3, 5, 5]",6,"[0.0, 4.098360655737705e-05, 0.20442622950819672]","[0.0, 0.00020052135552436334, 1.0]"
196317,"[6, 6, 6]",6,"[0.38864754098360654, 0.38901639344262295, 0.40879098360655736]","[0.9013434930820132, 0.00180469219971927, 0.09675155404050531]"
196317,"[6, 4, 4]",6,"[0.4089549180327869, 0.4117827868852459, 0.41262295081967215]","[0.0008020854220974534, 0.013735712853418888, 0.004110687788249448]"
196317,"[6, 6, 4]",4,"[0.41469262295081966, 0.4149590163934426, 0.41559426229508195]","[0.010226589131742531, 0.0013033888109083617, 0.003108081010627632]"
196317,"[4, 4, 4]",4,"[0.41647540983606557, 0.4175204918032787, 0.41756147540983607]","[0.004311209143773812, 0.005113294565871266, 0.00020052135552436334]"
196317,"[4, 4, 4]",4,"[0.5948975409836066, 0.7704303278688525, 0.7775409836065573]","[0.8676559053539202, 0.8588329657108482, 0.03479045518347704]"
196317,"[4, 4, 6]",6,"[0.8026024590163935, 0.9721926229508197, 0.9988319672131147]","[0.12261880890314819, 0.8297573691598156, 0.13033888109083616]"
196317,[6],end,[1.0],[0.005714858632444355]
196320,[3],end,[0],[0]
196323,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
196326,"[3, 5, 5]",5,"[0.0, 0.2100365108341932, 0.43882450988173666]","[0.0, 0.9180398959236774, 1.0]"
196326,"[5, 5, 5]",5,"[0.5423446305262323, 0.571910469084848, 0.7111278672910548]","[0.45247181266261927, 0.12922810060711187, 0.6085862966175195]"
196326,"[5, 5, 6]",6,"[0.7169418207794269, 0.7704778156996587, 0.9110842130327804]","[0.025325238508239374, 0.23399826539462273, 0.614570685169124]"
196326,"[6, 4, 4]",4,"[0.9131478688784824, 0.9173148662592269, 0.9174736090165886]","[0.008933217692974848, 0.01821335646140503, 0.0006938421509106678]"
196326,"[4, 4, 4]",4,"[0.918723708230812, 0.9223549488054608, 0.922751805698865]","[0.005464006938421509, 0.01595836947094536, 0.001647875108412836]"
196326,"[4, 4, 4]",6,"[0.9768632431145329, 0.9784903563774903, 0.9978768156202873]","[0.23660017346053772, 0.007111882046834345, 0.08473547267996531]"
196326,[6],end,[1.0],[0.009280138768430183]
196332,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
196335,"[1, 3, 3]",3,"[0.0, 0.22240437158469945, 0.7704918032786885]","[0.0, 0.4057826520438684, 1.0]"
196335,"[3, 3, 3]",3,"[0.9666666666666667, 0.9710382513661202, 0.985792349726776]","[0.357926221335992, 0.007976071784646061, 0.026919242273180457]"
196335,"[3, 3]",end,"[0.9950819672131147, 1.0]","[0.01694915254237288, 0.00897308075772682]"
196338,"[3, 3, 5]",5,"[0.0, 0.0021422251199180366, 0.4923392166907279]","[0.0, 0.004370131103933118, 1.0]"
196338,"[5, 6, 4]",4,"[0.5279653518371908, 0.9360592371815769, 0.9417407907604899]","[0.07267718031540946, 0.832509975299259, 0.011590347710431314]"
196338,"[4, 4, 6]",end,"[0.9516136543566339, 0.9980906254365948, 1.0]","[0.020140604218126544, 0.09481284438533157, 0.0038951168535056053]"
196341,"[3, 5, 5]",5,"[0.0, 0.13884440710891766, 0.13927755755650645]","[0.0, 0.8381933438985737, 0.0026148969889064977]"
196341,"[5, 5, 5]",5,"[0.30491166356023414, 0.37652587089491507, 0.38022733835612843]","[1.0, 0.4323296354992076, 0.022266244057052298]"
196341,"[5, 5, 5]",5,"[0.4909825952274696, 0.517365395216969, 0.5173916467592471]","[0.6686212361331221, 0.15919175911251982, 0.0001584786053882726]"
196341,"[5, 5, 5]",5,"[0.6482030819310635, 0.6990654450948993, 0.8344971517076628]","[0.7897781299524564, 0.3070522979397781, 0.8175911251980983]"
196341,"[5, 5, 5]",end,"[0.9299871367442837, 0.9671330690678077, 1.0]","[0.5764659270998416, 0.22424722662440572, 0.19833597464342315]"
196344,[1],end,[0],[0]
196347,[3],end,[0],[0]
196359,"[1, 3, 3]",3,"[0.0, 0.013487140168676378, 0.04844218303478079]","[0.0, 0.02470002552974215, 0.06401582844013276]"
196359,"[3, 5, 5]",6,"[0.05412281313166516, 0.05422736460584094, 0.6002648637345787]","[0.010403369925963748, 0.00019147306612203217, 1.0]"
196359,"[6, 6, 4]",4,"[0.9009897539555308, 0.9025580260681676, 0.9025580260681676]","[0.5507403625223385, 0.0028720959918304826, 0.0]"
196359,"[4, 4, 4]",4,"[0.9117934062870287, 0.9143374921586395, 0.9491182825677842]","[0.01691345417411284, 0.004659177942302783, 0.0636967066632627]"
196359,"[4, 4, 4]",4,"[0.9595734299853628, 0.968251202341953, 0.9695406705234544]","[0.019147306612203218, 0.01589226448812867, 0.0023615011488383967]"
196359,"[4, 6, 6]",6,"[0.9700982783857253, 0.9945633233428591, 0.9980832229734439]","[0.0010211896859841716, 0.04480469747255553, 0.006446259892775083]"
196359,[6],end,[1.0],[0.00351033954557059]
196362,"[3, 3, 3]",5,"[0.0, 0.014866448707667634, 0.02054160755042872]","[0.0, 0.027877385772122613, 0.01064198958935801]"
196362,"[5, 6, 6]",end,"[0.4625254456850287, 0.9958053173770897, 1.0]","[0.8288027761711972, 1.0, 0.007865818392134181]"
196365,"[1, 3, 3]",3,"[0.0, 0.005286125607342091, 0.008075400395897067]","[0.0, 0.006648936170212766, 0.0035083748302399275]"
196365,"[3, 3, 3]",3,"[0.010324815547957531, 0.01041479215403995, 0.010527262911642974]","[0.0028293345405160705, 0.00011317338162064282, 0.00014146672702580352]"
196365,"[3, 3, 3]",3,"[0.011157099154219903, 0.03360626237178334, 0.04348119488932877]","[0.0007922136713444998, 0.028236758714350385, 0.01242077863286555]"
196365,"[3, 3, 3]",3,"[0.12652960230340113, 0.12682202627316896, 0.14063343530682024]","[0.10445903123585333, 0.00036781349026708917, 0.01734382073336351]"
196365,"[3, 3, 3]",3,"[0.19012056865215043, 0.19387709195609143, 0.2049667086557495]","[0.062273653236758715, 0.004696695337256677, 0.013976912630149389]"
196365,[3],end,[1.0],[1.0]
196368,"[1, 3, 5]",6,"[0.0, 0.00046500813764240875, 0.4083933968844455]","[0.0, 0.001139925904816187, 1.0]"
196368,"[6, 6]",end,"[0.679144385026738, 1.0]","[0.6637218580792249, 0.786548874323169]"
196371,[1],end,[0],[0]
196374,"[1, 3, 5]",6,"[0.0, 0.00027991602519244227, 0.29762071378586424]","[0.0, 0.0007776049766718507, 0.8260108864696734]"
196374,"[6, 2, 6]",4,"[0.657627711686494, 0.6578376487053884, 0.658852344296711]","[1.0, 0.0005832037325038881, 0.0028188180404354586]"
196374,"[4, 4, 4]",4,"[0.6603568929321204, 0.7046186144156753, 0.711406578026592]","[0.004179626749611197, 0.12286158631415241, 0.01895412130637636]"
196374,"[4, 4, 4]",4,"[0.7200839748075577, 0.723442967109867, 0.7585374387683695]","[0.02410575427682737, 0.00933125972006221, 0.09749222395023328]"
196374,"[4, 4, 4]",4,"[0.7692092372288314, 0.7720783764870539, 0.7720783764870539]","[0.02964618973561431, 0.00797045101088647, 0.0]"
196374,"[4, 4, 4]",4,"[0.7722533240027991, 0.7732680195941217, 0.8046186144156753]","[0.00038880248833592535, 0.0028188180404354586, 0.08709175738724728]"
196374,"[4, 4, 4]",4,"[0.9020993701889434, 0.9110216934919524, 0.9159552134359692]","[0.27080093312597203, 0.024786158631415242, 0.013705287713841368]"
196374,"[4, 6, 6]",end,"[0.9720083974807557, 0.9984254723582925, 1.0]","[0.15561819595645413, 0.07338646967340591, 0.0043740279937791605]"
196380,"[3, 5, 5]",5,"[0.0, 0.25205930807248766, 0.8843922355132154]","[0.0, 0.3986180335296783, 1.0]"
196380,[5],end,[1.0],[0.18282736746714998]
196386,[1],end,[0],[0]
196389,[1],end,[0],[0]
196392,"[1, 1, 3]",3,"[0.0, 0.00644381796214257, 0.07531212243254128]","[0.0, 0.01345668629100084, 0.1438183347350715]"
196392,"[3, 3, 3]",3,"[0.08135320177204994, 0.4490535642368103, 0.5207410390656464]","[0.011774600504625737, 0.7678721614802355, 0.1505466778805719]"
196392,[3],end,[1.0],[1.0]
196395,"[3, 3, 3]",3,"[0.0, 0.02169620770260763, 0.0231259787122983]","[0.0, 0.02666666666666667, 0.0017573221757322176]"
196395,"[3, 3, 3]",3,"[0.027392596963438712, 0.03268048022150103, 0.05916528606767583]","[0.005244072524407253, 0.006499302649930265, 0.03255230125523013]"
196395,"[3, 3, 3]",3,"[0.12418582484170393, 0.129882214102535, 0.13153893289154164]","[0.0799163179916318, 0.00700139470013947, 0.0020362622036262205]"
196395,"[3, 3, 3]",end,"[0.15135147402582666, 0.18639221115221388, 1.0]","[0.024323570432357042, 0.043068340306834034, 1.0]"
196398,"[3, 3, 3]",5,"[0.0, 0.00303347065936994, 0.021131812498718972]","[0.0, 0.014670896114195083, 0.08762886597938144]"
196398,"[5, 5, 5]",5,"[0.14189673901904118, 0.2055996228658099, 0.2055996228658099]","[0.58406026962728, 0.30808881839809676, 0.0]"
196398,"[5, 5, 6]",4,"[0.20588657279304762, 0.41265449179118247, 0.5509233638730041]","[0.0013877874702616971, 1.0, 0.6687153053132434]"
196398,"[4, 4, 4]",4,"[0.552419602779315, 0.5572362622722334, 0.5586915083317961]","[0.007236320380650278, 0.02329500396510706, 0.0070380650277557496]"
196398,"[4, 4, 4]",4,"[0.5901125253643239, 0.7628358851380435, 0.7635532599561377]","[0.15196272799365582, 0.8353489294210944, 0.0034694686756542425]"
196398,"[4, 4, 4]",4,"[0.7662792842648958, 0.7695587120047551, 0.7893582569841563]","[0.013183980967486122, 0.01586042823156225, 0.0957573354480571]"
196398,"[4, 4, 4]",4,"[0.7955071839963926, 0.7977617905675459, 0.7987456188895038]","[0.02973830293417922, 0.010904044409199048, 0.0046590007930214115]"
196398,"[4, 4, 4]",4,"[0.8470146959355592, 0.8552132652852077, 0.8571399290823751]","[0.2334456780333069, 0.03975019825535289, 0.009318001586042823]"
196398,"[4, 4, 4]",4,"[0.8782307487343458, 0.9681485580766156, 0.9691323863985735]","[0.10200237906423473, 0.4348731165741475, 0.004758128469468675]"
196398,"[4, 4, 4]",4,"[0.9752403205640616, 0.9960031974420464, 0.9998770214597553]","[0.029639175257731958, 0.10031720856463125, 0.01873513084853291]"
196398,[4],end,[1.0],[0.0005947660586835844]
196401,"[1, 1, 3]",5,"[0.0, 0.0008232388568740445, 0.011231330118781607]","[0.0, 0.0016051364365971107, 0.020178858060077964]"
196401,"[5, 5, 6]",end,"[0.01164294954721863, 0.4870633893919793, 1.0]","[0.0008025682182985554, 0.9270809447374455, 1.0]"
196404,"[3, 3, 5]",5,"[0.0, 0.019606119219272022, 0.35069017056444524]","[0.0, 0.05921402018056293, 1.0]"
196404,"[5, 5, 5]",5,"[0.5947336029541058, 0.6313741867416915, 0.6320555653244241]","[0.7370552310143388, 0.11066117896972916, 0.002057886351566649]"
196404,"[5, 5, 5]",5,"[0.6571346931598382, 0.7810356954457535, 0.8131044487427466]","[0.07580987785448752, 0.3741370154009559, 0.0968534253850239]"
196404,[5],end,[1.0],[0.5644583112055231]
196407,"[3, 5, 5]",5,"[0.0, 0.0, 4.9785920541670816e-05]","[0.0, 0.0, 0.00014890554424976425]"
196407,"[5, 5, 5]",5,"[0.18458959806166816, 0.18661422549702944, 0.4496664343323708]","[0.5519432173524594, 0.006055492132823745, 0.7867672606343377]"
196407,"[5, 5, 5]",5,"[0.45398121411264897, 0.4539978094194962, 0.4540144047263434]","[0.0129051471683129, 4.963518141658808e-05, 9.927036283317616e-05]"
196407,"[5, 5, 5]",5,"[0.7883600517773574, 0.8340801221414584, 0.8361545354973613]","[1.0, 0.13674492480270015, 0.00620439767707351]"
196407,"[5, 6]",end,"[0.9239437087191742, 1.0]","[0.26257010969375094, 0.22742840125080657]"
196413,"[3, 5, 5]",5,"[0.0, 4.678800355588827e-05, 0.5204229635521452]","[0.0, 8.991188635137565e-05, 1.0]"
196413,"[5, 5, 5]",6,"[0.5924297010246573, 0.5927572170495485, 0.7249801150984887]","[0.13828448120841574, 0.0006293832044596295, 0.2540909908289876]"
196413,"[6, 6, 4]",4,"[0.9117110372900389, 0.9129743133860478, 0.9257474383568053]","[0.35883833842834023, 0.002337709045135767, 0.024635856860276927]"
196413,"[4, 4, 6]",6,"[0.9260281663781407, 0.9285079305666027, 0.9316427268048473]","[0.0004495594317568783, 0.00476532997662291, 0.006024096385542169]"
196413,"[6, 4, 4]",6,"[0.9318766668226267, 0.932578486875965, 0.9344500070182006]","[0.0004495594317568783, 0.0013486782952706348, 0.0035964754540550262]"
196413,"[6, 6, 4]",4,"[0.9852617788798952, 0.990829551303046, 0.990829551303046]","[0.09773422046394534, 0.010609602589462327, 0.0]"
196413,"[4, 6]",end,"[0.9988302999111028, 1.0]","[0.015374932566085237, 0.002247797158784391]"
196416,"[3, 3, 5]",end,"[0.0, 0.049175412293853075, 1.0]","[0.0, 0.05172141918528252, 1.0]"
196419,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
196422,"[3, 5, 6]",end,"[0.0, 0.5660714285714286, 1.0]","[0.0, 1.0, 0.7666632746514704]"
196428,"[1, 3, 3]",3,"[0.0, 0.6666666666666666, 1.0]","[0.0, 1.0, 0.5]"
196428,[3],end,[1.0],[0.0]
196434,"[3, 5, 6]",4,"[0.0, 0.00014478065730418415, 0.004053858404517156]","[0.0, 0.00023969319271332693, 0.006471716203259827]"
196434,"[4, 4, 6]",6,"[0.009845084696684523, 0.16519472998407414, 0.7692196322571304]","[0.009587727708533078, 0.25743048897411314, 1.0]"
196434,"[6, 6, 4]",4,"[0.7761691038077313, 0.7851455045605907, 0.7881858983639786]","[0.011505273250239693, 0.014860977948226271, 0.0050335570469798654]"
196434,"[4, 6, 6]",6,"[0.8611553496452874, 0.9820471984942811, 0.9821919791515854]","[0.12080536912751678, 0.200143815915628, 0.00023969319271332693]"
196434,[6],end,[1.0],[0.029482262703739215]
196437,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
196440,[1],end,[0],[0]
196443,[1],end,[0],[0]
196446,"[1, 3, 5]",5,"[0.0, 0.0002034587995930824, 0.0002712783994574432]","[0.0, 0.00031848260731094516, 7.07739127357656e-05]"
196446,"[5, 5, 5]",5,"[0.25303492709393016, 0.3585170114162993, 0.3611619758110094]","[0.39566155914929757, 0.16511553841254115, 0.00417566085141017]"
196446,[5],end,[1.0],[1.0]
196449,"[1, 1, 3]",3,"[0.0, 0.0002211271165024008, 0.005717715440990649]","[0.0, 0.0006962403023672171, 0.01730654465884225]"
196449,"[3, 5, 5]",5,"[0.033042709123073034, 0.03345337376800606, 0.03999241849886277]","[0.08603540879252039, 0.0013924806047344342, 0.020588820370001988]"
196449,"[5, 5, 5]",5,"[0.25982436189032093, 0.25985595147839274, 0.5774576699519838]","[0.6921623234533519, 9.946290033817386e-05, 1.0]"
196449,"[5, 5, 6]",4,"[0.5776472074804144, 0.854119282284559, 0.9888488754106647]","[0.0005967774020290431, 0.8704993037596976, 0.4243087328426497]"
196449,"[4, 4, 6]",end,"[0.9908074298711145, 0.9989259540055597, 1.0]","[0.006067236920628606, 0.025561965386910683, 0.0033817386114979114]"
196452,"[1, 3, 5]",5,"[0.0, 0.007541833608296017, 0.4440647340718045]","[0.0, 0.017277062899307118, 1.0]"
196452,"[5, 6, 4]",4,"[0.6056642312828974, 0.8360829601696913, 0.8375756147379998]","[0.3701970664986952, 0.5278502654548727, 0.0034194186988212006]"
196452,"[4, 4, 4]",6,"[0.8409537277083824, 0.8566658810589991, 0.8900542069290597]","[0.0076486997210474215, 0.035993881040223163, 0.07648699721047422]"
196452,[6],end,[1.0],[0.25186718257896157]
196455,"[3, 3, 3]",3,"[0.0, 2.7843131795464354e-05, 2.7843131795464354e-05]","[0.0, 0.00015645779550966127, 7.822889775483064e-05]"
196455,"[3, 3, 3]",3,"[4.176469769319653e-05, 4.176469769319653e-05, 5.568626359092871e-05]","[0.0, 0.0, 7.822889775483064e-05]"
196455,"[3, 3, 3]",3,"[5.568626359092871e-05, 6.960782948866089e-05, 8.352939538639307e-05]","[7.822889775483064e-05, 7.822889775483064e-05, 7.822889775483064e-05]"
196455,"[3, 5, 5]",5,"[0.00013921565897732178, 0.00016705879077278613, 0.15477996965098634]","[0.00031291559101932255, 0.00015645779550966127, 0.868810138465149]"
196455,"[5, 5, 5]",5,"[0.27238935835502776, 0.2724032799209255, 0.272431123052721]","[0.6607994993350543, 0.00015645779550966127, 0.00015645779550966127]"
196455,"[5, 5, 5]",5,"[0.40148403892469825, 0.5609277331514249, 0.5967340006403921]","[0.72518188218728, 0.8959555659860753, 0.20120472502542439]"
196455,"[5, 6, 6]",6,"[0.7746933775111025, 0.8398323843465914, 0.8530996366471301]","[1.0, 0.36603301259485255, 0.07463036845810843]"
196455,"[6, 6, 4]",4,"[0.8536425777171416, 0.8549372833456307, 0.8583619885564728]","[0.0030509270124383947, 0.007275287491199249, 0.019322537745443166]"
196455,"[4, 4, 4]",4,"[0.8583898316882683, 0.9361278556612048, 0.9742729462209909]","[0.00015645779550966127, 0.4368301650629743, 0.21434717984823592]"
196455,"[4, 6, 6]",6,"[0.9950717656722028, 0.995113530369896, 0.9978839219835447]","[0.1169522021434718, 0.00015645779550966127, 0.015567550653211297]"
196455,[6],end,[1.0],[0.011890792458734256]
196458,"[3, 5, 5]",6,"[0.0, 0.0001097333479644464, 0.44485899264786566]","[0.0, 0.00019770660340055358, 0.8013048635824437]"
196458,"[6, 6]",end,"[0.9998902666520355, 1.0]","[1.0, 0.00019770660340055358]"
196461,"[3, 3, 5]",5,"[0.0, 0.04316204782050673, 0.6049816989114417]","[0.0, 0.07681895093062606, 1.0]"
196461,"[5, 5, 6]",end,"[0.6069306460046585, 0.7280981128487902, 1.0]","[0.0034686971235194587, 0.21565143824027072, 0.4838409475465313]"
196470,"[3, 5, 5]",6,"[0.0, 7.380073800738008e-05, 0.29749077490774906]","[0.0, 0.00022313957380341404, 0.8992524824277586]"
